,Gender,Education_Level,Location,Proximity_to_Beaches,Favorite_Season,Environmental_Concerns,Class
5797,2,1,1,104,2,1,1
5798,1,1,3,80,3,1,0
5799,3,2,2,287,4,0,1
5800,2,1,2,258,2,1,0
5801,1,3,2,151,4,0,1
5802,1,3,3,211,3,1,0
5803,2,3,2,133,4,1,0
5804,3,2,2,148,3,1,1
5805,1,3,1,129,3,1,0
5806,1,1,2,121,3,1,0
5807,1,3,3,220,2,1,1
5808,1,4,3,190,1,1,0
5809,1,3,2,156,1,0,0
5810,2,4,1,104,4,0,0
5811,1,3,3,117,1,1,0
5812,1,2,3,192,2,1,0
5813,2,1,2,59,3,0,0
5814,2,4,2,9,3,1,0
5815,1,2,1,81,4,0,1
5816,2,1,2,215,1,1,1
5817,1,3,2,122,4,0,0
5818,3,2,1,153,2,0,0
5819,3,1,1,27,4,1,0
5820,2,4,3,172,3,0,0
5821,2,3,3,96,4,1,0
5822,3,1,1,120,4,0,0
5823,2,2,1,223,3,1,0
5824,2,2,3,245,1,1,1
5825,1,3,2,135,4,0,1
5826,3,4,3,255,4,0,0
5827,2,3,2,221,1,1,1
5828,1,2,3,142,3,1,0
5829,3,1,2,248,4,1,1
5830,2,4,2,22,2,1,0
5831,3,3,1,7,3,1,0
5832,2,1,3,126,2,0,1
5833,2,3,3,0,1,0,0
5834,2,1,2,219,2,1,0
5835,2,1,3,196,4,0,1
5836,3,2,1,149,2,0,1
5837,3,3,2,262,1,1,1
5838,3,2,2,107,2,1,0
5839,3,2,2,45,4,1,0
5840,2,2,3,252,3,0,0
5841,2,1,2,274,4,0,0
5842,2,2,2,217,3,1,0
5843,2,1,1,10,4,0,0
5844,2,3,1,248,3,0,0
5845,3,2,1,230,1,0,1
5846,2,4,2,236,4,0,0
5847,3,4,2,273,3,0,1
5848,3,1,2,126,1,0,1
5849,3,1,1,292,2,0,1
5850,3,4,3,51,2,1,0
5851,1,4,3,205,2,0,0
5852,3,4,2,207,4,1,1
5853,3,4,2,262,4,1,0
5854,1,2,2,163,1,1,1
5855,3,4,1,244,1,0,0
5856,2,4,2,2,4,0,0
5857,3,1,1,199,3,0,1
5858,3,2,3,243,3,0,1
5859,2,1,3,88,2,1,0
5860,2,3,3,31,1,1,0
5861,1,2,2,83,1,1,1
5862,3,2,3,199,3,0,1
5863,2,1,2,288,4,1,1
5864,2,1,1,277,1,0,1
5865,1,3,2,14,3,1,0
5866,2,3,1,216,3,0,1
5867,3,4,2,127,1,1,0
5868,1,3,1,153,3,0,1
5869,2,1,3,284,4,0,0
5870,1,4,1,197,2,0,1
5871,3,4,1,236,4,1,1
5872,2,3,1,122,3,0,0
5873,2,3,2,202,1,1,1
5874,2,3,1,9,2,1,0
5875,2,1,2,41,1,0,0
5876,3,2,3,212,4,1,1
5877,2,3,1,294,3,0,1
5878,1,2,3,108,2,1,1
5879,2,3,1,265,1,1,1
5880,2,2,2,35,3,0,0
5881,2,1,1,210,2,1,0
5882,3,1,1,134,3,1,1
5883,2,3,2,36,1,0,0
5884,2,3,1,260,3,0,0
5885,3,4,1,269,1,0,0
5886,1,1,1,119,2,1,1
5887,3,2,2,28,4,0,0
5888,3,3,2,175,4,1,1
5889,3,1,3,220,2,0,0
5890,3,3,1,42,2,0,0
5891,3,4,1,235,4,0,0
5892,1,1,3,114,1,0,0
5893,3,2,1,36,1,1,1
5894,1,2,3,35,2,0,0
5895,3,4,1,215,4,1,0
5896,3,1,3,216,4,1,1
5897,2,4,1,186,2,1,1
5898,2,4,3,250,4,0,1
5899,1,1,1,178,2,0,0
5900,1,4,2,180,4,1,0
5901,1,4,3,35,1,1,1
5902,1,2,1,130,2,0,1
5903,1,1,3,239,2,0,0
5904,1,4,1,138,1,1,1
5905,3,3,2,155,4,0,0
5906,2,4,2,147,3,0,1
5907,1,4,2,242,3,0,1
5908,3,1,3,84,3,0,0
5909,3,3,3,209,1,0,0
5910,2,1,1,278,1,0,0
5911,1,1,3,150,1,0,1
5912,3,3,3,11,3,0,1
5913,1,3,2,265,4,0,1
5914,1,3,1,228,3,0,1
5915,2,2,1,223,1,1,1
5916,2,4,3,149,2,1,0
5917,2,1,3,3,4,0,0
5918,1,4,1,296,3,0,0
5919,3,4,3,62,1,0,0
5920,1,3,2,45,3,1,1
5921,3,3,3,298,2,1,1
5922,3,1,3,112,3,0,0
5923,1,1,2,138,1,1,1
5924,1,1,1,9,3,1,0
5925,2,3,3,108,2,1,0
5926,1,1,1,289,3,0,1
5927,2,1,2,133,4,0,0
5928,3,4,1,47,3,1,0
5929,3,2,2,288,4,1,1
5930,2,4,3,99,1,0,0
5931,3,4,3,179,1,1,1
5932,3,3,1,42,2,1,0
5933,1,3,1,281,4,0,0
5934,3,1,1,290,4,1,1
5935,3,4,2,154,1,0,1
5936,1,3,1,36,3,1,0
5937,3,2,2,150,2,1,1
5938,3,4,1,264,2,1,0
5939,2,1,1,122,1,0,1
5940,2,3,2,115,4,1,1
5941,3,1,3,142,1,0,1
5942,1,1,2,153,2,1,0
5943,2,1,3,249,3,0,1
5944,3,2,1,265,2,1,1
5945,2,1,3,272,2,1,1
5946,2,1,2,207,2,0,1
5947,2,3,2,228,1,0,1
5948,1,2,3,115,2,0,1
5949,3,3,1,261,4,0,1
5950,1,3,1,217,4,1,1
5951,2,4,3,295,4,1,1
5952,3,3,1,280,1,0,0
5953,3,4,1,189,1,0,1
5954,2,4,3,128,3,0,1
5955,3,1,2,284,1,0,0
5956,2,1,2,269,2,1,0
5957,2,4,3,211,4,0,0
5958,2,4,1,290,3,0,1
5959,3,2,2,224,3,0,1
5960,3,3,1,93,4,1,1
5961,1,1,1,95,2,1,0
5962,3,1,2,162,2,1,0
5963,1,1,2,230,3,1,1
5964,3,1,2,44,2,1,1
5965,3,4,2,87,3,1,1
5966,1,1,2,276,4,0,1
5967,1,1,1,284,3,0,1
5968,2,2,3,264,4,1,1
5969,3,4,1,233,2,1,1
5970,3,1,3,243,1,0,1
5971,3,1,3,241,4,0,1
5972,1,2,1,223,2,0,1
5973,3,2,1,78,2,1,0
5974,3,4,2,111,4,0,0
5975,1,2,1,98,3,1,0
5976,1,2,2,165,2,0,0
5977,1,4,1,193,4,1,1
5978,2,3,1,164,1,1,0
5979,1,2,2,26,3,1,0
5980,1,1,2,13,3,1,1
5981,1,2,2,211,3,0,0
5982,2,4,2,197,2,0,1
5983,2,1,1,102,1,0,1
5984,1,1,3,261,3,1,1
5985,1,4,1,87,4,1,1
5986,1,2,1,264,1,0,1
5987,2,4,3,15,2,0,0
5988,3,2,1,29,2,1,0
5989,2,1,1,199,3,1,0
5990,3,4,2,120,4,0,0
5991,2,2,1,9,1,1,0
5992,2,3,1,224,3,1,1
5993,1,4,1,254,2,1,0
5994,3,2,3,187,4,0,0
5995,3,3,3,174,4,1,0
5996,3,4,3,157,3,1,0
5997,2,4,3,126,2,0,0
5998,3,3,2,296,4,1,0
5999,3,2,2,248,3,0,1
